X1	X2	X3	X4	X5	X6	Y
3.14723686393179	-0.3874701852929	3.84428388245337	2.63161852156887	0.150034730002651	0.565550546138779	I
4.05791937075619	-3.89954953597803	4.88623874259968	3.76577399609669	-3.95852896658004	-3.06161321173197	O
-3.73013183706494	2.81261654234013	3.40184749047076	-3.88190181734165	4.32788997807315	-2.44796691334893	O
4.13375856139019	-0.46556438626201	3.92389233647218	4.36060478793107	0.639567980411909	-0.141661939947342	O
1.3235924622541	-2.02897549249997	3.60771100830652	2.44690709839027	-2.49530725315969	1.92033696919662	I
-4.0245959500059	-1.41599623477086	3.19681589981258	-4.65967495642924	-1.77004660588023	-4.18915383424117	O
-2.21501781132952	-0.175639612425251	4.32733821837312	-1.27800901923433	-1.54735882246232	2.0616666114637	I
0.468815192049838	-0.687751830873828	4.31376363876646	1.2243711285754	-0.103325659879	-3.83263578917625	I
4.57506835434298	1.98822552413114	4.37959630851855	4.7053814411355	1.9825876452072	2.83310923795209	O
4.64888535199277	1.75066488042303	4.41599238563277	3.84049796310284	2.63630546040356	4.7270043636469	O
-3.42386918322452	-4.93129008193811	3.75631495538932	-3.25669362590358	-3.93212967990051	9.82290670437186	O
4.70592781760616	-4.21010276891135	4.1727654671102	4.22483632189501	-2.30218570070488	-2.17834030319601	O
4.57166948242946	-0.393733795910055	3.27633383977989	4.63881298927288	0.285913647641231	4.94071934335171	O
-0.146243512771588	2.77536281453544	2.91805165543318	-0.902246609874541	3.80438201980822	3.44426665114596	I
3.002804688888	3.16763969058827	3.91366767491381	2.28416443875805	3.8652320864219	2.53680470075795	O
-3.58113661372785	1.31388044045389	4.74705565294885	-4.2677913716597	1.75262142191563	0.761966439780963	I
-0.78238717373725	-1.35123890464088	3.27275975734591	-1.35733719812347	-1.1776763078416	1.71428327709157	I
4.15735525189067	3.87498137898593	3.76009456308698	4.04774656727015	3.65874949497829	0.481817026492096	O
2.92207329559554	-2.49073173495858	4.82223942702301	3.4244361612727	-0.7576942839113	5.40206252206511	I
4.59492426392903	-4.33880965512201	5.06307582100216	5.55547768729189	-3.87597206251075	-5.40152412528273	O
1.55740699156587	2.27151179078646	4.76490426836147	1.32673456413075	2.95546893197385	-7.08193342798624	I
-4.6428832142581	2.66797532489449	4.33836061795783	-3.98085636333238	4.13559055972416	4.33055825749256	O
3.49129305868777	3.98325706370439	3.78502901346948	3.79930650841864	3.81032171148319	-3.68848005278952	O
4.33993247757551	2.66825438969897	4.3052427464148	3.54544625268775	2.84391682327711	3.15714897553504	O
1.78735154857773	4.46883448881301	3.70155590207299	1.80900421215713	6.40693758758072	5.37108169819436	O
2.57740130578333	0.357332290602065	4.55645665308784	2.36634878018512	0.853574723192535	-1.7625012466323	I
2.43132468124916	4.59780779424305	4.10246902309132	1.55223774057806	5.35815106180076	-0.585949873925473	O
-1.07772980465832	4.78188331630221	3.53662765358539	-1.38443747172898	5.11722565583319	-1.98083534934628	O
1.55477890177557	0.221001936059722	4.05544857649898	1.28278659688308	1.0118214145114	-2.07959894671249	I
-3.28813312188438	3.45360094810423	4.44652739194639	-3.22375463740099	4.05552469288847	-0.383177027106575	O
2.06046088019609	3.98026506709126	4.79526326419438	1.94843656285857	5.28358793531554	6.60787007627935	I
-4.68167153622579	4.3122872421728	3.28813127468925	-5.27250976266388	5.51468720752458	-2.23542805086795	O
-2.2307701503911	-0.423603690012656	3.62484854324889	-2.26493236785189	0.397874199372079	1.33275045708997	I
-4.53828609368846	2.59161568301128	4.16698230719848	-4.65358464647574	3.77233261776144	0.474718027655401	O
-4.02868218764152	4.3879585214302	4.40218603600608	-4.05421492601356	3.83401909550666	0.652994343272114	O
3.23457828327293	3.10700710998895	4.13685477797769	3.48645363296892	3.15256466749616	-2.80886482085211	O
1.94828622975817	4.30391955487759	3.81356396158092	1.24641916890599	6.20025120445814	1.8018894758546	O
-1.82900519939139	-0.530427008530124	5.82813724743636	-2.3132026604292	0.85827424747616	6.05333695836844	I
4.50222048838355	3.33886065830377	3.1281812325855	5.19159715447847	4.652080417836	5.17472893852098	O
-4.65553919497091	4.87781124263612	4.86269601817205	-4.33270496067456	6.32743554014958	-1.65680832250563	O
-0.612556403436018	-1.30360569154147	3.92114550284906	-0.486684755224292	-0.0560285353818153	-1.55764904003714	I
-1.18441542906992	-3.29233015226696	3.38390435961754	-1.12516220749041	-1.85799419371194	-4.29148363626757	O
2.65516788149002	3.23165410822415	3.79944836535796	2.57636140011826	4.42295276016175	-2.45830354311486	O
2.95199901137063	0.870572721787719	4.53830893599862	3.41889381869162	1.24248640138227	-3.83967075337119	I
-3.13127395445621	4.61611628748891	4.44280228139753	-3.48401845481643	6.4615746213395	4.47507281809282	O
-0.102356042117689	-0.108706798151026	3.02856630843452	-0.447650124454276	1.37246857992293	1.57475562199074	I
-0.544137992891005	-2.46477219478863	4.40662914123703	-0.431792209011111	-0.838812616611235	3.72571566853645	I
1.46313010111265	1.78224126939535	4.21406514905017	1.58208561069632	3.5760742463024	0.875916920321681	I
2.09364830858073	4.14491782054582	4.52616996547608	2.23420338427141	4.71289910863578	-0.324608456057461	O
2.54686681982361	1.17074790070565	4.84215302467801	2.27351445666111	1.85300866146787	-3.76322256109234	I
-2.23974923001422	-1.77501260827953	2.77893664634682	-2.66458847105877	-1.17847617934351	-2.71192939396399	O
1.79702676853675	-0.0948807005921126	4.64591911619432	2.15019901598623	-0.834305285205813	-1.0230095171563	I
1.55098003973841	-0.925446575646335	3.64040225130435	2.02287502099529	1.03379912528857	-3.08829127632802	I
-3.37388264805369	-4.16060376405916	3.62274679221819	-3.02256886833094	-2.95398044444818	-2.88661443618209	O
-3.81002318441623	0.919595244692893	3.56043607136248	-3.31514725824792	2.91072645679193	-0.604525523742111	O
-0.0163594801785705	3.790154786391	4.10905463821642	-0.46275026666703	4.52204044372152	1.47005786282513	I
4.59743958516081	0.533078614048192	3.82419232200966	4.40388294553777	2.38743002914701	-0.51866866517283	O
-1.59614273333867	-2.00528931443901	4.18422308359704	-1.67075994361279	-0.915036943600354	-2.59321928031685	I
0.852677509797773	3.97008315680652	3.61036896475334	1.86637186194323	4.01161689173197	1.25002364672953	O
-2.76188060508863	2.94306306226872	4.83776758278097	-2.6019135224479	3.83176164079288	4.55798378740497	I
2.51267059305653	2.75812455441121	4.08592480702023	2.89166486362686	4.19161025480925	6.36118406128784	I
-2.44904884540731	0.989682964746996	3.43770148726362	-2.13273603798242	2.45438469394388	3.08626213310129	I
0.0595705166514238	0.572210230591544	4.10425716402134	-0.513467012279719	1.05309573677668	0.330872754914087	I
1.99076722656686	-2.00292367930418	3.94204620400854	1.43934587592829	0.215875025653077	-6.42099939172	I
3.90903252535799	0.476572544324234	4.53887823559991	3.42535485048731	1.35891803806488	-4.13034286665091	I
4.59291425205444	4.91829829468103	3.65855808030209	4.62762230244491	4.98192167060903	-8.88273466738823	O
0.472155299638031	-0.165870295281904	4.4629380696127	0.0181398759884557	1.39996617946909	-3.78358580083754	I
-3.61375557171321	1.84773696180477	4.25087681953988	-3.46006359580023	2.42017618120104	-4.31958162858266	I
-3.50705994440943	-0.199831688041324	4.89271586410679	-3.28221585656696	-0.162721448780213	0.733965276183664	I
-2.42491745876264	2.46520774837809	3.96648408181153	-2.5829984795542	2.90343144569091	3.08770672776507	I
3.40717255983663	-2.88577569741997	4.68365350019939	3.7402216002577	-1.2506940836928	1.78674708083489	I
-2.45717821028469	-2.51513273531486	3.89304792962564	-2.57073972957829	-2.4714247119693	0.752053272988038	I
3.14284826068816	-4.02160920427483	4.44880359629734	3.43763648971194	-3.40294800223907	2.32521932125398	O
-2.56475031275011	2.0867043451161	3.37619467317453	-3.40772053696266	2.88934188745213	3.64327024401136	I
4.29263623187228	3.55745919278928	3.7685055594495	4.5630203136374	5.00357023390945	-2.46179898925355	O
-1.50016234015191	2.89034249923306	4.02084033557559	-0.943671589411715	4.1686899693761	-0.038484586099259	I
-3.03404749568792	2.42842549759275	4.30379588761779	-3.5987724979276	3.16798843703764	-1.40488255435091	I
-2.48916142023969	-3.95477884776928	3.58561935273382	-2.47692761706872	-3.93692061696544	-7.55644150101096	O
1.16044676146639	0.208749092651426	3.77043143607852	1.06726693219854	1.07115859136859	2.48123402026917	I
-0.267111510972707	3.46632465315532	3.4100955688539	-0.575325670543017	3.93056834672394	3.3345257512966	O
-1.48340492937003	3.43613150651208	5.34560816446623	-1.29721145582426	4.88131274811904	-3.89971096071162	I
3.30828627896291	-1.22252702300478	3.61806688915295	2.82811362178632	0.0277008581880673	-0.327520432668514	I
0.852640911527243	-2.27904638538032	3.89774844357623	0.860708090493747	-2.38916486760634	2.98916713222313	I
0.497236082911395	-3.74696075697062	3.13220201278388	-0.659585155037355	-2.92906581977671	2.33535318976231	O
4.1719366382981	1.9135253930652	3.46168656097724	4.58288389364709	2.32722663720055	5.27353635316538	O
-2.14160981179626	0.551311640405512	4.02318218902708	-1.38947391753646	1.00824571269454	-4.41421008100726	I
2.57200229110721	-4.9152576805844	3.58410456288872	1.90387608310719	-4.99768048762067	2.28411725648147	O
2.53729094278495	-0.839681928310816	4.16073010840282	3.90530433377111	-1.31067112808061	-4.4379349527225	I
-1.19554153024643	-0.608817945885302	4.54669100918167	-1.434419995513	0.0653128219763846	5.7551992300998	I
0.678216407252211	2.84360645016731	3.79738581384996	0.9452070301869	3.02510496402312	6.29925551906101	I
-4.24145710436936	3.29997491112413	4.57302909567933	-4.22771151964032	3.55959299119819	-3.53894461576018	O
-4.46049881333393	0.896064384547588	4.57632529361775	-4.0636343606751	2.51195691444195	5.90041040135614	I
0.307975530089727	-3.57925961728313	4.88401215301072	-0.168991860815163	-2.4442155712722	1.15601099869281	I
2.79167230102011	0.933133837115021	4.30552487176503	3.41011055005078	2.68047506236152	0.968720126759088	I
4.34010684229183	2.26192799270104	4.02306125755957	4.89138510538029	2.92636600469397	2.03181327227862	O
-3.7009379152627	-0.716196418663039	4.99570100107655	-4.27208535417171	1.03701391139736	0.383325470688913	I
0.688236608721927	-2.89207944013868	4.35906544806577	1.01362610285844	-1.78830255687888	2.27228447601876	I
-0.306093589417942	-2.34615731595732	3.95952742600553	-0.100057611785251	-1.68609950658445	6.08406507777556	I
-4.88097930498759	4.93183755212665	3.78630638365972	-5.120253988476	4.82799897544792	0.973597570354555	O
-1.62877355601118	-0.192436304932951	3.89109186047793	-2.88552404379545	0.992884890232185	-2.02300359965169	I
-3.37817691806757	3.2775013186447	3.87354505525954	-3.14182190292289	3.72169359861835	-1.42402453257956	O
2.94284540683907	1.03238265822881	3.60537470487396	3.42488148172917	1.03150855642643	-1.68248879483023	I
-1.88784957955195	3.17841681068066	3.98392986227364	-1.22887620725845	4.44702093800363	0.71225214019615	I
0.285331355062127	4.55547170535556	4.29852108799431	0.321392870544667	5.36441616057438	1.14132182269273	O
-3.34351270500219	1.50378193390669	3.94852487733589	-3.05464548995666	2.95206002784454	1.74433134347395	I
1.01981941401637	1.27647346270777	3.48305137178057	0.496357233163375	1.45400398361537	-1.05345449522627	I
-2.37028715459856	1.46563331304311	3.69479329082386	-2.60964731201756	2.51805416474459	-0.807350991785718	I
1.54079098476782	-4.3786687130828	4.25276351803432	1.06039608039482	-3.52854068646072	3.66926512493532	O
1.89214503140008	4.3819664587878	4.37898336590842	2.59179676634243	3.77517127071311	-2.45988218012902	O
2.48151592823709	3.98716437594415	4.37962376260708	1.79757706213295	4.98565768308089	-1.56772631190676	O
-0.494584014975022	1.94859162934643	3.59524452023698	0.649619072630931	1.99685750917192	-1.40065813420499	I
-4.16178622003067	-1.89593828770579	3.75256993489971	-3.3430432516785	-0.926141719943295	4.1443447062681	O
-2.71023031283181	-1.56454394369634	3.37329051310568	-2.37912758389484	0.0526469063230428	-0.465422732476816	I
4.1333736150167	-4.2377055686495	3.80565523724862	4.07628203517852	-4.06725007583657	4.06658684644903	O
-3.47621981030777	0.198369405962574	3.48037022620053	-3.85026348568327	1.77170766147812	-3.95489862093442	O
3.25816977489547	1.08777321469076	3.41541880973933	2.40733968638406	2.27119662708102	-5.05081274669389	O
0.383424352600571	2.27159960434458	4.36727747423677	0.356468975524805	1.77250942864909	2.55057984987669	I
4.96134716626885	-4.99926066422946	3.00597001772854	3.73315424353953	-4.73454201578142	-2.85691566557294	O
-4.21824471246816	-3.30233731203603	3.86478967802456	-3.08800715934647	-3.07531441403103	-0.306965738031591	O
-0.573217302245537	-0.367089763680107	4.31593945991113	-1.25270110847745	-0.279045681892607	-0.968039461993218	I
-3.93347229819416	-1.38147848728216	3.9960388685933	-4.06467458429032	-0.713182998475242	0.441696242901646	O
4.61898080855054	4.52065614552366	4.11162836889907	4.9795968051229	6.02040844024252	-0.527248238403937	O
-4.95365775865933	4.32193359196872	4.16880510009133	-5.19557299469172	5.68742866277284	0.919541281184823	O
2.74910464711502	4.58068660798924	5.50938819334609	3.15595414129921	5.08251943982797	-2.55187711980417	I
3.17303220653433	-2.93461579591757	3.69279414141095	3.99309939580437	-2.59240238929349	1.64903373321555	O
3.6869470536351	-3.40299265947347	4.2965753241718	4.2346043475226	-1.94609623875962	0.867406314532919	O
-4.1556415448909	0.71760567030289	3.41425510975031	-3.63843353379901	1.337285123298	-5.70824386478311	O
-1.00217350901104	0.929191915483009	4.49768939428215	-0.951031035125343	1.62200309690907	1.12992608171098	I
-2.40129597149346	1.98610749870688	4.36697921021199	-1.74950953434847	2.58467840204219	4.03472924845168	I
3.00068480224308	-1.94186535918965	4.49767392116505	3.50957302080851	-1.25966391264571	0.0536263471754278	I
-0.685861725364554	-1.06148658921664	3.79964858451811	-0.602433300283508	-1.61923102922732	-0.339983473425016	I
4.10647594429523	-1.63114173914893	3.78666193496394	3.87553956317005	-0.18599141542753	-5.16164097124307	O
-3.18152971697148	-3.71006958739564	4.44433248521855	-3.02040067311131	-3.15227047245267	1.08476508124113	O
-2.3619708347801	-4.13063643892794	4.25271674289608	-2.64391400548298	-3.97342134809776	-1.08661770107847	O
-3.54461019615283	0.489433488060397	4.77827348317379	-3.9554853152171	0.809123160972518	0.81501152106566	I
-3.63931441291336	-1.8226675485917	4.41873586759676	-2.83623850554835	0.249333694698043	-4.96874395182696	I
3.69292207640089	4.92747576055697	5.32296160940982	3.47703110678651	5.34965660141412	0.385055237246625	O
0.797045873655702	2.23565253441234	4.74324177198547	0.245367497335792	3.12296534962483	-4.11110678213626	I
0.49860201836332	0.721013901057902	3.32780490400083	0.263323994792217	0.393220006415424	-0.575339846478575	I
-3.55045201776273	2.17227171632155	3.25340640336412	-3.81645074165629	2.5446356761866	2.95545847838381	O
3.53031117721894	4.76559227688336	3.7611942060764	2.82043875355063	5.9197769304735	-0.668093679803179	O
1.22055131485066	-0.730094417691897	3.35758392020302	0.433365323940879	0.0348818891949263	1.25136740632379	I
